YEAR,MONTH,LINE,TRAFFIC,DAY
2013,1,강변북로,230850,일요일
2013,1,강변북로,256769,월요일
2013,1,강변북로,267527,화요일
2013,1,강변북로,258912,수요일
2013,1,강변북로,267878,목요일
2013,1,강변북로,266620,금요일
2013,1,강변북로,259271,토요일
2013,2,강변북로,224682,일요일
2013,2,강변북로,248818,월요일
2013,2,강변북로,265139,화요일
2013,2,강변북로,271141,수요일
2013,2,강변북로,273528,목요일
2013,2,강변북로,268045,금요일
2013,2,강변북로,266048,토요일
2013,3,강변북로,252603,일요일
2013,3,강변북로,270556,월요일
2013,3,강변북로,275457,화요일
2013,3,강변북로,279272,수요일
2013,3,강변북로,277580,목요일
2013,3,강변북로,281506,금요일
2013,3,강변북로,268476,토요일
2013,4,강변북로,252120,일요일
2013,4,강변북로,270906,월요일
2013,4,강변북로,274025,화요일
2013,4,강변북로,276314,수요일
2013,4,강변북로,274228,목요일
2013,4,강변북로,275873,금요일
2013,4,강변북로,265589,토요일
2013,5,강변북로,256183,일요일
2013,5,강변북로,268820,월요일
2013,5,강변북로,274233,화요일
2013,5,강변북로,272487,수요일
2013,5,강변북로,275479,목요일
2013,5,강변북로,279484,금요일
2013,5,강변북로,268552,토요일
2013,6,강변북로,251720,일요일
2013,6,강변북로,269664,월요일
2013,6,강변북로,268948,화요일
2013,6,강변북로,270829,수요일
2013,6,강변북로,274033,목요일
2013,6,강변북로,270461,금요일
2013,6,강변북로,268663,토요일
2013,7,강변북로,234820,일요일
2013,7,강변북로,251569,월요일
2013,7,강변북로,259621,화요일
2013,7,강변북로,268076,수요일
2013,7,강변북로,267420,목요일
2013,7,강변북로,265806,금요일
2013,7,강변북로,264924,토요일
2013,8,강변북로,247717,일요일
2013,8,강변북로,263589,월요일
2013,8,강변북로,266372,화요일
2013,8,강변북로,266985,수요일
2013,8,강변북로,267016,목요일
2013,8,강변북로,265467,금요일
2013,8,강변북로,264357,토요일
2013,9,강변북로,236576,일요일
2013,9,강변북로,260420,월요일
2013,9,강변북로,259706,화요일
2013,9,강변북로,264911,수요일
2013,9,강변북로,262824,목요일
2013,9,강변북로,258305,금요일
2013,9,강변북로,255093,토요일
2013,10,강변북로,248128,일요일
2013,10,강변북로,263252,월요일
2013,10,강변북로,260638,화요일
2013,10,강변북로,267884,수요일
2013,10,강변북로,270109,목요일
2013,10,강변북로,265249,금요일
2013,10,강변북로,252277,토요일
2013,11,강변북로,248412,일요일
2013,11,강변북로,262002,월요일
2013,11,강변북로,270648,화요일
2013,11,강변북로,266410,수요일
2013,11,강변북로,274513,목요일
2013,11,강변북로,270890,금요일
2013,11,강변북로,263557,토요일
2013,12,강변북로,234125,일요일
2013,12,강변북로,253613,월요일
2013,12,강변북로,259049,화요일
2013,12,강변북로,256140,수요일
2013,12,강변북로,250822,목요일
2013,12,강변북로,263896,금요일
2013,12,강변북로,254478,토요일
2013,1,경부고속도로,169486,일요일
2013,1,경부고속도로,183597,월요일
2013,1,경부고속도로,201919,화요일
2013,1,경부고속도로,183175,수요일
2013,1,경부고속도로,201413,목요일
2013,1,경부고속도로,204240,금요일
2013,1,경부고속도로,192604,토요일
2013,2,경부고속도로,176813,일요일
2013,2,경부고속도로,185629,월요일
2013,2,경부고속도로,201556,화요일
2013,2,경부고속도로,192857,수요일
2013,2,경부고속도로,208827,목요일
2013,2,경부고속도로,202904,금요일
2013,2,경부고속도로,200071,토요일
2013,3,경부고속도로,191229,일요일
2013,3,경부고속도로,201646,월요일
2013,3,경부고속도로,211436,화요일
2013,3,경부고속도로,203057,수요일
2013,3,경부고속도로,213975,목요일
2013,3,경부고속도로,219376,금요일
2013,3,경부고속도로,206909,토요일
2013,4,경부고속도로,195680,일요일
2013,4,경부고속도로,204451,월요일
2013,4,경부고속도로,211843,화요일
2013,4,경부고속도로,207429,수요일
2013,4,경부고속도로,215971,목요일
2013,4,경부고속도로,221630,금요일
2013,4,경부고속도로,203750,토요일
2013,5,경부고속도로,200921,일요일
2013,5,경부고속도로,206798,월요일
2013,5,경부고속도로,214880,화요일
2013,5,경부고속도로,207195,수요일
2013,5,경부고속도로,217206,목요일
2013,5,경부고속도로,219896,금요일
2013,5,경부고속도로,213738,토요일
2013,6,경부고속도로,198734,일요일
2013,6,경부고속도로,206866,월요일
2013,6,경부고속도로,211625,화요일
2013,6,경부고속도로,206378,수요일
2013,6,경부고속도로,219559,목요일
2013,6,경부고속도로,219917,금요일
2013,6,경부고속도로,216453,토요일
2013,7,경부고속도로,183159,일요일
2013,7,경부고속도로,194095,월요일
2013,7,경부고속도로,205337,화요일
2013,7,경부고속도로,198357,수요일
2013,7,경부고속도로,211264,목요일
2013,7,경부고속도로,216521,금요일
2013,7,경부고속도로,207340,토요일
2013,8,경부고속도로,194389,일요일
2013,8,경부고속도로,202585,월요일
2013,8,경부고속도로,211316,화요일
2013,8,경부고속도로,203710,수요일
2013,8,경부고속도로,213767,목요일
2013,8,경부고속도로,214621,금요일
2013,8,경부고속도로,208114,토요일
2013,9,경부고속도로,193511,일요일
2013,9,경부고속도로,204514,월요일
2013,9,경부고속도로,209968,화요일
2013,9,경부고속도로,204380,수요일
2013,9,경부고속도로,217725,목요일
2013,9,경부고속도로,218968,금요일
2013,9,경부고속도로,205838,토요일
2013,10,경부고속도로,203426,일요일
2013,10,경부고속도로,209068,월요일
2013,10,경부고속도로,212700,화요일
2013,10,경부고속도로,207561,수요일
2013,10,경부고속도로,217627,목요일
2013,10,경부고속도로,221461,금요일
2013,10,경부고속도로,217074,토요일
2013,11,경부고속도로,195164,일요일
2013,11,경부고속도로,203774,월요일
2013,11,경부고속도로,212045,화요일
2013,11,경부고속도로,204371,수요일
2013,11,경부고속도로,213849,목요일
2013,11,경부고속도로,220810,금요일
2013,11,경부고속도로,211936,토요일
2013,12,경부고속도로,181805,일요일
2013,12,경부고속도로,191985,월요일
2013,12,경부고속도로,208897,화요일
2013,12,경부고속도로,195750,수요일
2013,12,경부고속도로,202408,목요일
2013,12,경부고속도로,208536,금요일
2013,12,경부고속도로,198049,토요일
2013,1,내부순환로,131719,일요일
2013,1,내부순환로,148398,월요일
2013,1,내부순환로,154839,화요일
2013,1,내부순환로,151469,수요일
2013,1,내부순환로,154583,목요일
2013,1,내부순환로,157048,금요일
2013,1,내부순환로,150022,토요일
2013,2,내부순환로,140043,일요일
2013,2,내부순환로,147074,월요일
2013,2,내부순환로,157922,화요일
2013,2,내부순환로,162070,수요일
2013,2,내부순환로,167084,목요일
2013,2,내부순환로,164461,금요일
2013,2,내부순환로,163205,토요일
2013,3,내부순환로,152807,일요일
2013,3,내부순환로,164020,월요일
2013,3,내부순환로,165663,화요일
2013,3,내부순환로,166047,수요일
2013,3,내부순환로,166311,목요일
2013,3,내부순환로,171220,금요일
2013,3,내부순환로,165302,토요일
2013,4,내부순환로,152997,일요일
2013,4,내부순환로,162374,월요일
2013,4,내부순환로,164697,화요일
2013,4,내부순환로,167731,수요일
2013,4,내부순환로,166894,목요일
2013,4,내부순환로,170987,금요일
2013,4,내부순환로,163962,토요일
2013,5,내부순환로,152006,일요일
2013,5,내부순환로,160081,월요일
2013,5,내부순환로,163651,화요일
2013,5,내부순환로,164542,수요일
2013,5,내부순환로,165083,목요일
2013,5,내부순환로,166614,금요일
2013,5,내부순환로,160542,토요일
2013,6,내부순환로,149506,일요일
2013,6,내부순환로,160140,월요일
2013,6,내부순환로,159531,화요일
2013,6,내부순환로,161074,수요일
2013,6,내부순환로,164175,목요일
2013,6,내부순환로,164695,금요일
2013,6,내부순환로,162423,토요일
2013,7,내부순환로,138542,일요일
2013,7,내부순환로,154019,월요일
2013,7,내부순환로,156288,화요일
2013,7,내부순환로,160629,수요일
2013,7,내부순환로,159402,목요일
2013,7,내부순환로,161506,금요일
2013,7,내부순환로,156908,토요일
2013,8,내부순환로,144497,일요일
2013,8,내부순환로,160353,월요일
2013,8,내부순환로,159923,화요일
2013,8,내부순환로,161728,수요일
2013,8,내부순환로,160482,목요일
2013,8,내부순환로,161873,금요일
2013,8,내부순환로,158272,토요일
2013,9,내부순환로,143828,일요일
2013,9,내부순환로,161368,월요일
2013,9,내부순환로,160724,화요일
2013,9,내부순환로,163598,수요일
2013,9,내부순환로,166969,목요일
2013,9,내부순환로,167944,금요일
2013,9,내부순환로,155876,토요일
2013,10,내부순환로,155741,일요일
2013,10,내부순환로,162023,월요일
2013,10,내부순환로,159712,화요일
2013,10,내부순환로,159812,수요일
2013,10,내부순환로,164764,목요일
2013,10,내부순환로,167007,금요일
2013,10,내부순환로,166318,토요일
2013,11,내부순환로,150171,일요일
2013,11,내부순환로,160572,월요일
2013,11,내부순환로,162008,화요일
2013,11,내부순환로,160210,수요일
2013,11,내부순환로,163453,목요일
2013,11,내부순환로,165630,금요일
2013,11,내부순환로,156546,토요일
2013,12,내부순환로,145696,일요일
2013,12,내부순환로,155614,월요일
2013,12,내부순환로,162056,화요일
2013,12,내부순환로,156618,수요일
2013,12,내부순환로,151546,목요일
2013,12,내부순환로,156457,금요일
2013,12,내부순환로,156159,토요일
2013,1,동부간선도로,128038,일요일
2013,1,동부간선도로,138677,월요일
2013,1,동부간선도로,146919,화요일
2013,1,동부간선도로,143156,수요일
2013,1,동부간선도로,148106,목요일
2013,1,동부간선도로,149500,금요일
2013,1,동부간선도로,152784,토요일
2013,2,동부간선도로,135656,일요일
2013,2,동부간선도로,132081,월요일
2013,2,동부간선도로,146487,화요일
2013,2,동부간선도로,151260,수요일
2013,2,동부간선도로,152925,목요일
2013,2,동부간선도로,151347,금요일
2013,2,동부간선도로,158197,토요일
2013,3,동부간선도로,146343,일요일
2013,3,동부간선도로,149017,월요일
2013,3,동부간선도로,154540,화요일
2013,3,동부간선도로,156739,수요일
2013,3,동부간선도로,157848,목요일
2013,3,동부간선도로,159055,금요일
2013,3,동부간선도로,159704,토요일
2013,4,동부간선도로,146375,일요일
2013,4,동부간선도로,149558,월요일
2013,4,동부간선도로,154666,화요일
2013,4,동부간선도로,156860,수요일
2013,4,동부간선도로,155921,목요일
2013,4,동부간선도로,159530,금요일
2013,4,동부간선도로,158998,토요일
2013,5,동부간선도로,151079,일요일
2013,5,동부간선도로,147793,월요일
2013,5,동부간선도로,154723,화요일
2013,5,동부간선도로,158264,수요일
2013,5,동부간선도로,156586,목요일
2013,5,동부간선도로,158158,금요일
2013,5,동부간선도로,158648,토요일
2013,6,동부간선도로,147323,일요일
2013,6,동부간선도로,149643,월요일
2013,6,동부간선도로,151666,화요일
2013,6,동부간선도로,152812,수요일
2013,6,동부간선도로,157937,목요일
2013,6,동부간선도로,156865,금요일
2013,6,동부간선도로,163543,토요일
2013,7,동부간선도로,136010,일요일
2013,7,동부간선도로,143059,월요일
2013,7,동부간선도로,148625,화요일
2013,7,동부간선도로,152675,수요일
2013,7,동부간선도로,151515,목요일
2013,7,동부간선도로,153114,금요일
2013,7,동부간선도로,157824,토요일
2013,8,동부간선도로,144234,일요일
2013,8,동부간선도로,147517,월요일
2013,8,동부간선도로,151838,화요일
2013,8,동부간선도로,153923,수요일
2013,8,동부간선도로,154869,목요일
2013,8,동부간선도로,153154,금요일
2013,8,동부간선도로,158148,토요일
2013,9,동부간선도로,144061,일요일
2013,9,동부간선도로,149722,월요일
2013,9,동부간선도로,155116,화요일
2013,9,동부간선도로,156187,수요일
2013,9,동부간선도로,157571,목요일
2013,9,동부간선도로,155183,금요일
2013,9,동부간선도로,156104,토요일
2013,10,동부간선도로,152813,일요일
2013,10,동부간선도로,150658,월요일
2013,10,동부간선도로,153870,화요일
2013,10,동부간선도로,151534,수요일
2013,10,동부간선도로,155903,목요일
2013,10,동부간선도로,156979,금요일
2013,10,동부간선도로,160780,토요일
2013,11,동부간선도로,151627,일요일
2013,11,동부간선도로,149048,월요일
2013,11,동부간선도로,154722,화요일
2013,11,동부간선도로,154656,수요일
2013,11,동부간선도로,156698,목요일
2013,11,동부간선도로,159013,금요일
2013,11,동부간선도로,164058,토요일
2013,12,동부간선도로,141846,일요일
2013,12,동부간선도로,146308,월요일
2013,12,동부간선도로,155227,화요일
2013,12,동부간선도로,150243,수요일
2013,12,동부간선도로,147352,목요일
2013,12,동부간선도로,153547,금요일
2013,12,동부간선도로,159521,토요일
2013,1,북부간선도로,91669,일요일
2013,1,북부간선도로,102870,월요일
2013,1,북부간선도로,106324,화요일
2013,1,북부간선도로,101862,수요일
2013,1,북부간선도로,106060,목요일
2013,1,북부간선도로,109658,금요일
2013,1,북부간선도로,106719,토요일
2013,2,북부간선도로,89677,일요일
2013,2,북부간선도로,97025,월요일
2013,2,북부간선도로,103273,화요일
2013,2,북부간선도로,107396,수요일
2013,2,북부간선도로,111440,목요일
2013,2,북부간선도로,105671,금요일
2013,2,북부간선도로,107775,토요일
2013,3,북부간선도로,101502,일요일
2013,3,북부간선도로,108205,월요일
2013,3,북부간선도로,109317,화요일
2013,3,북부간선도로,109633,수요일
2013,3,북부간선도로,109250,목요일
2013,3,북부간선도로,114281,금요일
2013,3,북부간선도로,110413,토요일
2013,4,북부간선도로,95958,일요일
2013,4,북부간선도로,102388,월요일
2013,4,북부간선도로,104236,화요일
2013,4,북부간선도로,107855,수요일
2013,4,북부간선도로,106887,목요일
2013,4,북부간선도로,111843,금요일
2013,4,북부간선도로,103417,토요일
2013,5,북부간선도로,97518,일요일
2013,5,북부간선도로,102257,월요일
2013,5,북부간선도로,105785,화요일
2013,5,북부간선도로,105243,수요일
2013,5,북부간선도로,107522,목요일
2013,5,북부간선도로,108436,금요일
2013,5,북부간선도로,102661,토요일
2013,6,북부간선도로,102118,일요일
2013,6,북부간선도로,109174,월요일
2013,6,북부간선도로,109279,화요일
2013,6,북부간선도로,110855,수요일
2013,6,북부간선도로,111635,목요일
2013,6,북부간선도로,112750,금요일
2013,6,북부간선도로,109750,토요일
2013,7,북부간선도로,96178,일요일
2013,7,북부간선도로,106186,월요일
2013,7,북부간선도로,107846,화요일
2013,7,북부간선도로,111665,수요일
2013,7,북부간선도로,109150,목요일
2013,7,북부간선도로,112037,금요일
2013,7,북부간선도로,107327,토요일
2013,8,북부간선도로,100606,일요일
2013,8,북부간선도로,109563,월요일
2013,8,북부간선도로,109377,화요일
2013,8,북부간선도로,110618,수요일
2013,8,북부간선도로,107823,목요일
2013,8,북부간선도로,111593,금요일
2013,8,북부간선도로,107537,토요일
2013,9,북부간선도로,96043,일요일
2013,9,북부간선도로,107318,월요일
2013,9,북부간선도로,108433,화요일
2013,9,북부간선도로,107619,수요일
2013,9,북부간선도로,110570,목요일
2013,9,북부간선도로,111308,금요일
2013,9,북부간선도로,103252,토요일
2013,10,북부간선도로,103745,일요일
2013,10,북부간선도로,107113,월요일
2013,10,북부간선도로,105990,화요일
2013,10,북부간선도로,106055,수요일
2013,10,북부간선도로,110582,목요일
2013,10,북부간선도로,111037,금요일
2013,10,북부간선도로,108092,토요일
2013,11,북부간선도로,95847,일요일
2013,11,북부간선도로,105597,월요일
2013,11,북부간선도로,106914,화요일
2013,11,북부간선도로,104544,수요일
2013,11,북부간선도로,107459,목요일
2013,11,북부간선도로,112068,금요일
2013,11,북부간선도로,102204,토요일
2013,12,북부간선도로,96707,일요일
2013,12,북부간선도로,102389,월요일
2013,12,북부간선도로,109614,화요일
2013,12,북부간선도로,100817,수요일
2013,12,북부간선도로,102066,목요일
2013,12,북부간선도로,107912,금요일
2013,12,북부간선도로,106152,토요일
2013,1,분당수서고속화도로,98427,일요일
2013,1,분당수서고속화도로,122681,월요일
2013,1,분당수서고속화도로,127793,화요일
2013,1,분당수서고속화도로,123421,수요일
2013,1,분당수서고속화도로,127552,목요일
2013,1,분당수서고속화도로,130863,금요일
2013,1,분당수서고속화도로,119602,토요일
2013,2,분당수서고속화도로,105825,일요일
2013,2,분당수서고속화도로,116605,월요일
2013,2,분당수서고속화도로,126482,화요일
2013,2,분당수서고속화도로,130481,수요일
2013,2,분당수서고속화도로,137116,목요일
2013,2,분당수서고속화도로,129867,금요일
2013,2,분당수서고속화도로,125028,토요일
2013,3,분당수서고속화도로,115140,일요일
2013,3,분당수서고속화도로,133880,월요일
2013,3,분당수서고속화도로,135867,화요일
2013,3,분당수서고속화도로,136666,수요일
2013,3,분당수서고속화도로,137823,목요일
2013,3,분당수서고속화도로,139646,금요일
2013,3,분당수서고속화도로,128806,토요일
2013,4,분당수서고속화도로,116220,일요일
2013,4,분당수서고속화도로,133962,월요일
2013,4,분당수서고속화도로,135868,화요일
2013,4,분당수서고속화도로,137465,수요일
2013,4,분당수서고속화도로,136585,목요일
2013,4,분당수서고속화도로,140759,금요일
2013,4,분당수서고속화도로,127836,토요일
2013,5,분당수서고속화도로,119819,일요일
2013,5,분당수서고속화도로,134808,월요일
2013,5,분당수서고속화도로,136885,화요일
2013,5,분당수서고속화도로,136137,수요일
2013,5,분당수서고속화도로,139500,목요일
2013,5,분당수서고속화도로,140250,금요일
2013,5,분당수서고속화도로,130918,토요일
2013,6,분당수서고속화도로,115293,일요일
2013,6,분당수서고속화도로,135893,월요일
2013,6,분당수서고속화도로,135097,화요일
2013,6,분당수서고속화도로,136589,수요일
2013,6,분당수서고속화도로,139987,목요일
2013,6,분당수서고속화도로,139887,금요일
2013,6,분당수서고속화도로,132347,토요일
2013,7,분당수서고속화도로,107442,일요일
2013,7,분당수서고속화도로,126869,월요일
2013,7,분당수서고속화도로,129987,화요일
2013,7,분당수서고속화도로,133369,수요일
2013,7,분당수서고속화도로,133162,목요일
2013,7,분당수서고속화도로,136520,금요일
2013,7,분당수서고속화도로,125681,토요일
2013,8,분당수서고속화도로,112616,일요일
2013,8,분당수서고속화도로,133527,월요일
2013,8,분당수서고속화도로,134158,화요일
2013,8,분당수서고속화도로,136725,수요일
2013,8,분당수서고속화도로,135278,목요일
2013,8,분당수서고속화도로,135787,금요일
2013,8,분당수서고속화도로,124622,토요일
2013,9,분당수서고속화도로,115266,일요일
2013,9,분당수서고속화도로,137865,월요일
2013,9,분당수서고속화도로,136824,화요일
2013,9,분당수서고속화도로,137429,수요일
2013,9,분당수서고속화도로,140451,목요일
2013,9,분당수서고속화도로,139627,금요일
2013,9,분당수서고속화도로,125954,토요일
2013,10,분당수서고속화도로,122679,일요일
2013,10,분당수서고속화도로,137361,월요일
2013,10,분당수서고속화도로,136140,화요일
2013,10,분당수서고속화도로,136448,수요일
2013,10,분당수서고속화도로,139355,목요일
2013,10,분당수서고속화도로,139600,금요일
2013,10,분당수서고속화도로,134866,토요일
2013,11,분당수서고속화도로,122306,일요일
2013,11,분당수서고속화도로,134186,월요일
2013,11,분당수서고속화도로,136990,화요일
2013,11,분당수서고속화도로,134034,수요일
2013,11,분당수서고속화도로,138085,목요일
2013,11,분당수서고속화도로,141143,금요일
2013,11,분당수서고속화도로,134223,토요일
2013,12,분당수서고속화도로,114041,일요일
2013,12,분당수서고속화도로,131830,월요일
2013,12,분당수서고속화도로,133583,화요일
2013,12,분당수서고속화도로,133733,수요일
2013,12,분당수서고속화도로,127943,목요일
2013,12,분당수서고속화도로,133293,금요일
2013,12,분당수서고속화도로,126749,토요일
2013,11,서부간선도로,112063,일요일
2013,11,서부간선도로,112978,월요일
2013,11,서부간선도로,116340,화요일
2013,11,서부간선도로,117518,수요일
2013,11,서부간선도로,117513,목요일
2013,11,서부간선도로,116366,금요일
2013,11,서부간선도로,112271,토요일
2013,12,서부간선도로,112179,일요일
2013,12,서부간선도로,114514,월요일
2013,12,서부간선도로,117816,화요일
2013,12,서부간선도로,117594,수요일
2013,12,서부간선도로,115880,목요일
2013,12,서부간선도로,116357,금요일
2013,12,서부간선도로,119097,토요일
2013,1,올림픽대로,185764,일요일
2013,1,올림픽대로,224739,월요일
2013,1,올림픽대로,232464,화요일
2013,1,올림픽대로,221159,수요일
2013,1,올림픽대로,230929,목요일
2013,1,올림픽대로,234832,금요일
2013,1,올림픽대로,217200,토요일
2013,2,올림픽대로,185196,일요일
2013,2,올림픽대로,208083,월요일
2013,2,올림픽대로,224571,화요일
2013,2,올림픽대로,222045,수요일
2013,2,올림픽대로,234304,목요일
2013,2,올림픽대로,226672,금요일
2013,2,올림픽대로,228730,토요일
2013,3,올림픽대로,206823,일요일
2013,3,올림픽대로,232257,월요일
2013,3,올림픽대로,238923,화요일
2013,3,올림픽대로,240780,수요일
2013,3,올림픽대로,244218,목요일
2013,3,올림픽대로,243861,금요일
2013,3,올림픽대로,228514,토요일
2013,4,올림픽대로,216372,일요일
2013,4,올림픽대로,241169,월요일
2013,4,올림픽대로,243948,화요일
2013,4,올림픽대로,247140,수요일
2013,4,올림픽대로,252060,목요일
2013,4,올림픽대로,254610,금요일
2013,4,올림픽대로,235772,토요일
2013,5,올림픽대로,233750,일요일
2013,5,올림픽대로,235072,월요일
2013,5,올림픽대로,245932,화요일
2013,5,올림픽대로,243577,수요일
2013,5,올림픽대로,244852,목요일
2013,5,올림픽대로,243324,금요일
2013,5,올림픽대로,254535,토요일
2013,6,올림픽대로,234566,일요일
2013,6,올림픽대로,249202,월요일
2013,6,올림픽대로,249658,화요일
2013,6,올림픽대로,253540,수요일
2013,6,올림픽대로,254140,목요일
2013,6,올림픽대로,255841,금요일
2013,6,올림픽대로,256136,토요일
2013,7,올림픽대로,216377,일요일
2013,7,올림픽대로,228292,월요일
2013,7,올림픽대로,237727,화요일
2013,7,올림픽대로,241145,수요일
2013,7,올림픽대로,240318,목요일
2013,7,올림픽대로,245119,금요일
2013,7,올림픽대로,248751,토요일
2013,8,올림픽대로,235129,일요일
2013,8,올림픽대로,239978,월요일
2013,8,올림픽대로,244007,화요일
2013,8,올림픽대로,245197,수요일
2013,8,올림픽대로,246103,목요일
2013,8,올림픽대로,242335,금요일
2013,8,올림픽대로,252695,토요일
2013,9,올림픽대로,226800,일요일
2013,9,올림픽대로,236624,월요일
2013,9,올림픽대로,237561,화요일
2013,9,올림픽대로,241249,수요일
2013,9,올림픽대로,244073,목요일
2013,9,올림픽대로,241873,금요일
2013,9,올림픽대로,244409,토요일
2013,10,올림픽대로,222853,일요일
2013,10,올림픽대로,241120,월요일
2013,10,올림픽대로,245841,화요일
2013,10,올림픽대로,244381,수요일
2013,10,올림픽대로,250789,목요일
2013,10,올림픽대로,240729,금요일
2013,10,올림픽대로,232613,토요일
2013,11,올림픽대로,230918,일요일
2013,11,올림픽대로,252401,월요일
2013,11,올림픽대로,257607,화요일
2013,11,올림픽대로,254741,수요일
2013,11,올림픽대로,258551,목요일
2013,11,올림픽대로,262026,금요일
2013,11,올림픽대로,250099,토요일
2013,12,올림픽대로,220979,일요일
2013,12,올림픽대로,253712,월요일
2013,12,올림픽대로,261216,화요일
2013,12,올림픽대로,257943,수요일
2013,12,올림픽대로,251336,목요일
2013,12,올림픽대로,262546,금요일
2013,12,올림픽대로,247353,토요일
2014,1,강변북로,"220,272",일요일
2014,1,강변북로,"243,325",월요일
2014,1,강변북로,"257,418",화요일
2014,1,강변북로,"256,678",수요일
2014,1,강변북로,"257,580",목요일
2014,1,강변북로,"260,416",금요일
2014,1,강변북로,"246,450",토요일
2014,2,강변북로,"208,992",일요일
2014,2,강변북로,"249,137",월요일
2014,2,강변북로,"257,266",화요일
2014,2,강변북로,"259,979",수요일
2014,2,강변북로,"261,383",목요일
2014,2,강변북로,"260,406",금요일
2014,2,강변북로,"247,380",토요일
2014,3,강변북로,"233,846",일요일
2014,3,강변북로,"252,811",월요일
2014,3,강변북로,"259,083",화요일
2014,3,강변북로,"259,030",수요일
2014,3,강변북로,"263,618",목요일
2014,3,강변북로,"258,501",금요일
2014,3,강변북로,"255,583",토요일
2014,4,강변북로,"232,847",일요일
2014,4,강변북로,"256,741",월요일
2014,4,강변북로,"262,325",화요일
2014,4,강변북로,"265,073",수요일
2014,4,강변북로,"264,177",목요일
2014,4,강변북로,"266,831",금요일
2014,4,강변북로,"260,431",토요일
2014,5,강변북로,"230,561",일요일
2014,5,강변북로,"255,516",월요일
2014,5,강변북로,"265,357",화요일
2014,5,강변북로,"265,589",수요일
2014,5,강변북로,"260,369",목요일
2014,5,강변북로,"264,257",금요일
2014,5,강변북로,"259,909",토요일
2014,6,강변북로,"241,320",일요일
2014,6,강변북로,"257,719",월요일
2014,6,강변북로,"257,353",화요일
2014,6,강변북로,"263,602",수요일
2014,6,강변북로,"269,577",목요일
2014,6,강변북로,"269,864",금요일
2014,6,강변북로,"260,154",토요일
2014,7,강변북로,"237,546",일요일
2014,7,강변북로,"259,696",월요일
2014,7,강변북로,"263,958",화요일
2014,7,강변북로,"259,593",수요일
2014,7,강변북로,"261,598",목요일
2014,7,강변북로,"261,953",금요일
2014,7,강변북로,"259,845",토요일
2014,8,강변북로,"237,644",일요일
2014,8,강변북로,"254,581",월요일
2014,8,강변북로,"260,072",화요일
2014,8,강변북로,"258,921",수요일
2014,8,강변북로,"259,555",목요일
2014,8,강변북로,"262,108",금요일
2014,8,강변북로,"260,302",토요일
2014,9,강변북로,"230,250",일요일
2014,9,강변북로,"256,401",월요일
2014,9,강변북로,"263,308",화요일
2014,9,강변북로,"256,776",수요일
2014,9,강변북로,"264,573",목요일
2014,9,강변북로,"261,438",금요일
2014,9,강변북로,"258,207",토요일
2014,10,강변북로,"244,848",일요일
2014,10,강변북로,"258,868",월요일
2014,10,강변북로,"260,555",화요일
2014,10,강변북로,"266,759",수요일
2014,10,강변북로,"266,624",목요일
2014,10,강변북로,"264,804",금요일
2014,10,강변북로,"251,804",토요일
2014,11,강변북로,"239,828",일요일
2014,11,강변북로,"263,144",월요일
2014,11,강변북로,"265,634",화요일
2014,11,강변북로,"265,984",수요일
2014,11,강변북로,"265,956",목요일
2014,11,강변북로,"259,399",금요일
2014,11,강변북로,"261,391",토요일
2014,12,강변북로,"228,092",일요일
2014,12,강변북로,"250,312",월요일
2014,12,강변북로,"259,157",화요일
2014,12,강변북로,"256,540",수요일
2014,12,강변북로,"262,528",목요일
2014,12,강변북로,"257,286",금요일
2014,12,강변북로,"253,891",토요일
2014,1,경부고속도로,"181,699",일요일
2014,1,경부고속도로,"189,727",월요일
2014,1,경부고속도로,"205,299",화요일
2014,1,경부고속도로,"194,197",수요일
2014,1,경부고속도로,"203,998",목요일
2014,1,경부고속도로,"210,003",금요일
2014,1,경부고속도로,"197,198",토요일
2014,2,경부고속도로,"178,782",일요일
2014,2,경부고속도로,"196,800",월요일
2014,2,경부고속도로,"208,603",화요일
2014,2,경부고속도로,"198,876",수요일
2014,2,경부고속도로,"211,170",목요일
2014,2,경부고속도로,"215,866",금요일
2014,2,경부고속도로,"198,716",토요일
2014,3,경부고속도로,"193,732",일요일
2014,3,경부고속도로,"203,892",월요일
2014,3,경부고속도로,"214,939",화요일
2014,3,경부고속도로,"203,164",수요일
2014,3,경부고속도로,"214,747",목요일
2014,3,경부고속도로,"216,768",금요일
2014,3,경부고속도로,"208,527",토요일
2014,4,경부고속도로,"193,869",일요일
2014,4,경부고속도로,"202,630",월요일
2014,4,경부고속도로,"215,476",화요일
2014,4,경부고속도로,"205,460",수요일
2014,4,경부고속도로,"215,732",목요일
2014,4,경부고속도로,"219,343",금요일
2014,4,경부고속도로,"214,786",토요일
2014,5,경부고속도로,"196,159",일요일
2014,5,경부고속도로,"205,721",월요일
2014,5,경부고속도로,"216,043",화요일
2014,5,경부고속도로,"207,365",수요일
2014,5,경부고속도로,"213,949",목요일
2014,5,경부고속도로,"219,770",금요일
2014,5,경부고속도로,"213,426",토요일
2014,6,경부고속도로,"198,745",일요일
2014,6,경부고속도로,"205,599",월요일
2014,6,경부고속도로,"212,837",화요일
2014,6,경부고속도로,"207,702",수요일
2014,6,경부고속도로,"218,363",목요일
2014,6,경부고속도로,"220,019",금요일
2014,6,경부고속도로,"211,860",토요일
2014,7,경부고속도로,"196,912",일요일
2014,7,경부고속도로,"205,286",월요일
